9999	99999	5000
27011	3835	
11217	3856	
67448	54	
26822	893	
93201	3750	
31932	3492	
99780	3684	
79932	2203	
66733	471	
82113	624	
6744	3854	
77204	1394	
94792	4224	
36257	2462	
8492	4695	
14599	957	
33740	517	
3045	4920	
88800	163	
36984	4761	
37575	4604	
14564	4557	
61413	2401	
93520	3920	
72965	719	
60722	4937	
90469	526	
94010	1946	
25800	3756	
19974	4161	
66358	84	
7737	1386	
30720	2219	
76182	1159	
39092	3347	
88576	4106	
72483	4251	
484	4982	
44872	3412	
57552	1068	
85021	1990	
83447	3490	
72343	4225	
19822	4606	
25987	327	
95354	1473	
99509	17	
8111	276	
82727	439	
94802	4963	
69080	143	
10687	3319	
80343	1694	
42998	4278	
23752	1850	
54352	3771	
69139	4641	
51108	2612	
35849	4974	
9163	1268	
96523	3754	
68200	2113	
48986	2455	
93775	4464	
6181	2231	
37475	799	
53943	4932	
33593	382	
68436	1898	
50758	2332	
2320	3359	
63672	4901	
6454	155	
26590	4850	
43636	1828	
31486	2683	
14044	521	
59433	3819	
49	4688	
26393	4843	
36484	210	
93017	4215	
50016	2841	
23409	2951	
41377	3311	
42787	984	
30149	2910	
55146	3330	
72864	3823	
83455	3829	
45751	783	
6101	1788	
46943	1984	
59313	3815	
22561	4641	
12078	3586	
14227	2111	
39407	4146	
24797	1080	
40406	2858	
80457	2888	
87573	666	
86620	2386	
68367	2669	
12919	3907	
20867	1385	
36799	2396	
19066	4566	
96774	3235	
46254	1162	
77160	4890	
10699	1204	
89807	2949	
72925	3033	
70715	36	
39421	3244	
1205	1523	
55028	2244	
42976	864	
49473	243	
49666	3635	
89549	1638	
56901	3867	
14344	2803	
44510	1583	
14213	3451	
40101	3797	
40904	2623	
50544	2053	
92424	1829	
8168	389	
49808	365	
74947	2640	
79782	1468	
9105	3860	
41968	168	
45654	62	
26813	1345	
50313	4504	
11275	4743	
14787	4132	
11486	2642	
13850	2874	
68243	1105	
5820	4762	
77808	3538	
18871	1126	
16853	2352	
34279	2796	
19129	1227	
91543	301	
88444	3188	
46737	4866	
53847	450	
1126	339	
33429	3774	
73568	405	
21806	1456	
7982	3668	
52082	178	
67080	436	
97396	851	
3279	3309	
51185	3037	
86098	226	
52185	100	
71231	4629	
2605	755	
40297	3207	
98995	2230	
71539	3669	
17902	959	
20234	423	
98920	2881	
37386	3866	
38871	1651	
33953	2239	
76663	521	
71030	3377	
33746	4008	
76510	3735	
44826	1635	
33478	1182	
23953	1796	
73617	2014	
78496	2225	
811	1359	
25699	4293	
91931	79	
67461	3158	
44160	536	
69165	160	
19711	1214	
10109	2997	
8314	3864	
6461	1921	
87575	1650	
41379	2797	
60957	2730	
91421	1227	
19561	4941	
38668	3011	
23615	426	
81437	3723	
41426	2625	
71541	4935	
2873	4910	
15240	2130	
27445	4891	
85273	35	
29675	3431	
38327	350	
43175	781	
5980	4563	
32223	3124	
92480	3332	
31773	3592	
27925	1346	
62157	1982	
86656	4333	
69385	3909	
56715	275	
65073	134	
87293	3989	
9815	1776	
47416	3912	
5563	591	
22657	4062	
84349	3155	
69164	1249	
80379	2425	
52293	1496	
77088	915	
61715	4498	
70243	3610	
86019	4920	
29763	1245	
24658	3714	
22712	2429	
87679	4844	
50970	500	
91586	1416	
22309	3105	
16055	2341	
74641	3236	
94656	488	
30238	893	
46291	2145	
37309	4808	
54908	4099	
79534	208	
16697	4543	
14483	2562	
72952	3073	
1635	1452	
38982	1755	
60699	86	
6182	112	
54594	734	
17306	1034	
62156	3006	
80971	438	
90974	2479	
9346	4225	
34156	478	
63486	1590	
24903	1217	
14725	3195	
74021	4675	
33179	130	
62672	170	
95300	3542	
48360	1204	
88677	1008	
23786	2283	
76218	4563	
16236	4340	
97690	4284	
86801	2835	
24555	4400	
91638	2742	
75950	1961	
16830	231	
92056	271	
6112	1726	
24842	345	
96109	662	
78772	2738	
47557	397	
4867	4099	
2526	4660	
26160	2851	
43647	1181	
46030	4455	
70014	1206	
88074	2930	
99777	3979	
71	1325	
28288	4249	
76298	2131	
52092	2275	
53028	432	
85064	81	
76404	3038	
8815	4623	
81198	3621	
52560	4704	
22963	489	
18370	163	
96450	286	
70347	4031	
87360	3394	
83450	2470	
16959	3904	
57132	1780	
62853	834	
20225	324	
56151	4840	
57837	1988	
29679	4705	
20025	261	
1414	4164	
53582	3631	
58775	655	
75630	2034	
67769	4680	
55321	4118	
95682	2263	
81337	4882	
77731	4712	
53379	1684	
74283	1684	
22919	3225	
43052	3162	
662	1048	
61438	4004	
20043	1022	
29393	4308	
4339	529	
24837	3460	
47798	2631	
54655	939	
2364	4508	
37970	1854	
76438	3812	
37773	1624	
11859	2091	
66518	3059	
88147	4159	
86528	529	
82482	3653	
57155	3258	
14800	4865	
46392	1588	
3798	3613	
41020	3527	
10525	1999	
36115	1755	
53488	2698	
92930	1762	
98554	4228	
32615	1567	
1362	608	
8654	2565	
354	4825	
81783	3278	
67400	2102	
2795	686	
40970	965	
10731	2197	
98607	3007	
57328	1242	
62720	427	
45092	960	
15287	540	
16065	2032	
36933	3368	
6216	3700	
58141	4778	
72701	4799	
8958	3407	
32991	2791	
65783	1328	
43330	314	
70825	1104	
99011	565	
17710	2349	
71520	2602	
91457	3642	
99727	3240	
76390	834	
91137	4751	
99631	2250	
91627	1936	
62968	2206	
46439	886	
28859	4504	
41594	2608	
55079	938	
43290	779	
13074	2160	
22858	2188	
15003	4041	
10004	3579	
91745	1581	
59349	1656	
97195	41	
12765	4120	
58490	2141	
27442	430	
80948	548	
28287	4265	
8148	2535	
22122	1842	
46712	1782	
63892	4325	
27572	1265	
78261	1357	
6575	4101	
70080	365	
47923	1125	
60125	2920	
89934	3189	
33087	3928	
63463	1722	
73111	4092	
99767	1024	
46492	172	
52323	2067	
15849	425	
2303	3137	
22789	1276	
64141	1420	
59293	2764	
33985	1228	
1002	973	
50492	868	
82493	4486	
88573	3130	
77842	4901	
85779	1351	
10753	4440	
5462	1378	
49338	3145	
36379	2324	
95974	1842	
32572	3473	
43043	3551	
16479	2570	
31897	2845	
64365	3855	
64981	2912	
16034	4371	
32435	1037	
77668	4861	
60963	3989	
53070	2747	
27495	3344	
98721	129	
95959	3021	
3999	1901	
96362	3490	
37310	3423	
36507	4689	
21994	1386	
51307	4499	
60171	3789	
44637	4559	
7113	4020	
96006	4624	
92607	1091	
50011	2058	
24116	236	
80613	2579	
78552	909	
37986	99	
40365	4169	
67982	1663	
74966	3723	
91991	3098	
87055	4686	
76947	982	
14956	2943	
28740	275	
33315	4620	
19070	842	
70976	2418	
38642	1735	
55207	4444	
89619	3359	
73708	3594	
69650	2284	
87191	4927	
13238	4879	
18000	3400	
11362	2957	
27928	4934	
79558	191	
4376	2294	
65537	4724	
95010	1959	
36711	1558	
16728	3107	
47919	3692	
60736	1272	
21259	1873	
92311	2929	
28377	4868	
47341	85	
2456	2653	
31527	2370	
49237	4751	
88695	3184	
68003	1813	
65473	4332	
77389	1848	
59856	1470	
78098	1527	
13516	432	
85691	1881	
92400	2589	
32591	4349	
54904	1943	
26705	709	
8201	3088	
20790	2056	
